Município;Abacate;Abacaxi*;Açaí;Alfafa fenada;Algodão arbóreo (em caroço);Algodão herbáceo (em caroço);Alho;Amendoim (em casca);Arroz (em casca);Aveia (em grão);Azeitona;Banana (cacho);Batata-doce;Batata-inglesa;Borracha (látex coagulado);Borracha (látex líquido);Cacau (em amêndoa);Café (em grão) Total;Café (em grão) Arábica;Café (em grão) Canephora;Caju;Cana-de-açúcar;Cana para forragem;Caqui;Castanha de caju;Cebola;Centeio (em grão);Cevada (em grão);Chá-da-índia (folha verde);Coco-da-baía*;Dendê (cacho de coco);Erva-mate (folha verde);Ervilha (em grão);Fava (em grão);Feijão (em grão);Figo;Fumo (em folha);Girassol (em grão);Goiaba;Guaraná (semente);Juta (fibra);Laranja;Limão;Linho (semente);Maçã;Malva (fibra);Mamão;Mamona (baga);Mandioca;Manga;Maracujá;Marmelo;Melancia;Melão;Milho (em grão);Noz (fruto seco);Palmito;Pera;Pêssego;Pimenta-do-reino;Rami (fibra);Sisal ou agave (fibra);Soja (em grão);Sorgo (em grão);Tangerina;Tomate;Trigo (em grão);Triticale (em grão);Tungue (fruto seco);Urucum (semente);Uva
Santiago (RS);-;-;-;...;-;-;-;6;-;160;-;-;420;-;-;...;-;-;-;-;...;6000;...;36;-;34;-;-;-;-;-;-;-;-;108;19;382;-;-;-;-;867;20;-;-;-;-;-;3000;-;-;-;36;21;9606;-;-;30;152;-;-;-;171695;-;220;84;20150;-;-;-;138
Santo Ângelo (RS);15;-;-;...;-;-;5;16;-;7350;-;10;160;-;-;...;-;-;-;-;...;700;...;14;-;10;-;-;-;-;-;-;-;-;23;5;-;-;-;-;-;400;16;135;-;-;-;-;4800;5;-;-;75;100;14970;-;-;9;18;-;-;-;129960;-;238;36;27000;90;-;-;180
Santo Antônio do Palma (RS);-;-;-;...;-;-;-;7;-;125;-;-;61;26;-;...;-;-;-;-;...;-;...;105;-;25;-;48;-;-;-;-;-;-;11;57;407;-;-;-;-;-;-;-;-;-;-;-;450;-;-;-;51;8;3180;-;-;-;104;-;-;-;13800;-;-;110;1333;-;-;-;332
Santo Antônio da Patrulha (RS);-;-;-;...;-;-;20;-;92550;-;-;800;700;-;-;...;-;-;-;-;...;14000;...;-;-;50;-;-;-;-;-;-;-;-;380;-;4;-;-;-;-;1350;25;-;-;-;-;-;30000;-;18;-;800;11;8000;-;-;-;-;-;-;-;15000;-;60;100;-;-;-;-;25
Santo Antônio das Missões (RS);-;-;-;...;-;-;-;-;21556;9000;-;-;72;-;-;...;-;-;-;-;...;4725;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;144;-;-;-;176;-;-;-;-;-;-;3600;-;-;-;-;-;28927;-;-;-;20;-;-;-;165000;-;72;-;31080;-;-;-;10
Santo Antônio do Planalto (RS);-;-;-;...;-;-;-;-;-;360;-;-;15;-;-;...;-;-;-;-;...;40;...;-;-;-;19;-;-;-;-;-;-;-;9;-;-;-;-;-;-;20;10;-;-;-;-;-;150;-;-;-;-;-;9450;-;-;-;5;-;-;-;52248;-;30;-;9000;49;-;-;-
Santo Augusto (RS);-;-;-;...;-;-;-;3;-;4800;-;-;300;-;-;...;-;-;-;-;...;240;...;-;-;-;-;-;-;-;-;750;-;-;2430;-;-;-;-;-;-;200;-;-;-;-;-;-;1200;-;-;-;210;42;30120;-;-;-;20;-;-;-;120780;-;24;60;40500;-;-;-;72
Santo Cristo (RS);12;6;-;...;-;-;11;30;-;-;-;100;144;15;-;...;-;-;-;-;...;6650;...;20;-;15;-;-;-;-;-;-;-;-;45;8;-;-;70;-;-;200;55;-;-;-;24;-;5100;33;-;-;300;50;15486;7;-;21;60;-;-;-;26348;-;149;36;6360;-;-;-;500
Santo Expedito do Sul (RS);-;-;-;...;-;-;-;3;-;4500;-;-;-;-;-;...;-;-;-;-;...;50;...;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;15;-;-;-;-;-;4680;3;-;-;12;-;-;-;22400;-;-;-;3360;-;-;-;240
São Borja (RS);-;-;-;...;-;-;-;-;306400;-;-;-;10;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;540;-;-;-;15;-;960;-;-;-;-;140;-;-;-;10;10;36000;10;-;-;12;-;-;-;156000;-;-;-;54000;-;-;-;36
São Domingos do Sul (RS);-;-;-;...;-;-;-;6;-;500;-;-;48;21;-;...;-;-;-;-;...;16;...;35;-;18;-;-;-;-;-;-;-;-;42;-;14;-;-;-;-;-;-;-;-;-;-;-;64;-;-;-;75;8;8160;-;-;-;30;-;-;-;6120;-;-;66;900;-;-;-;379
São Francisco de Assis (RS);-;-;-;...;-;-;-;-;24478;1300;-;-;1120;-;-;...;-;-;-;-;...;540;...;-;-;-;-;-;-;-;-;-;-;-;60;-;1445;-;-;-;-;230;-;-;-;-;-;-;5000;-;-;-;18000;200;10000;5;-;-;-;-;-;-;168000;-;18;-;15510;-;-;-;117
São Francisco de Paula (RS);-;-;-;...;-;-;1000;-;-;-;-;-;-;122500;-;...;-;-;-;-;...;-;...;64;-;3000;-;-;-;-;-;-;-;-;75;-;-;-;-;-;-;195;-;-;36050;-;-;-;180;-;-;-;-;-;27200;-;-;-;90;-;-;-;26250;-;80;4500;45;-;-;-;630
São Gabriel (RS);-;-;-;...;-;-;-;-;211970;-;160;-;500;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1245;-;-;-;-;-;-;1700;-;-;-;1200;100;9300;23;-;-;-;-;-;-;358800;-;705;-;14500;-;-;-;-
São Jerônimo (RS);-;-;-;...;-;-;-;-;9600;-;4;-;510;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;63;-;1576;706;-;-;-;28;-;54;-;-;-;-;1800;-;-;-;20500;1550;3360;-;-;-;325;-;-;-;14850;8;85;-;842;-;-;-;72
São João da Urtiga (RS);50;-;-;...;-;-;-;9;-;1200;-;-;50;-;-;...;-;-;-;-;...;1600;...;84;-;75;-;-;-;-;-;210;-;-;75;30;72;-;-;-;-;560;10;-;100;-;-;-;1035;-;-;-;-;-;8640;18;-;-;69;-;-;-;20130;-;102;72;4680;-;-;-;238
São João do Polêsine (RS);-;-;-;...;-;-;-;6;16264;-;-;264;180;-;-;...;-;-;-;-;...;1575;...;9;-;24;-;-;-;-;-;-;-;-;9;-;13;-;-;-;-;150;-;-;-;-;-;-;450;-;-;-;-;-;280;5;-;-;20;-;-;-;2100;-;50;-;-;-;-;-;88
São Jorge (RS);-;-;-;...;-;-;4;6;-;-;-;-;60;75;-;...;-;-;-;-;...;66;...;252;-;27;-;-;-;-;-;20;-;-;10;15;28;-;-;-;-;62;-;-;-;-;-;-;24;-;-;-;18;10;12698;-;-;-;169;-;-;-;7998;-;-;675;288;-;-;-;6462
São José das Missões (RS);-;-;-;...;-;-;7;54;-;220;-;-;80;12;-;...;-;-;-;-;...;2500;...;-;-;20;-;-;-;-;-;2100;-;-;216;-;-;-;-;-;-;480;8;-;-;-;-;-;6000;-;-;-;150;10;2700;15;-;12;45;-;-;-;16200;-;48;-;3360;-;-;-;40
São José do Herval (RS);-;-;-;...;-;-;-;5;-;-;-;-;145;-;-;...;-;-;-;-;...;-;...;-;-;36;-;-;-;-;-;640;-;-;34;-;81;-;-;-;-;105;-;-;-;-;-;-;240;-;-;-;-;-;2196;-;-;-;-;-;-;-;831;-;-;-;-;-;-;-;91
São José do Hortêncio (RS);7;-;-;...;-;-;-;4;20;-;-;-;225;12;-;...;-;-;-;-;...;6120;...;16;-;23;-;-;-;-;-;-;-;-;62;128;-;-;24;-;-;4620;300;-;-;-;14;-;4900;5;-;-;73;150;168;1;-;-;22;-;-;-;-;-;3045;208;-;-;-;-;135
São José do Inhacorá (RS);6;18;-;...;-;-;3;3;-;-;-;54;24;12;-;...;-;-;-;-;...;875;...;-;-;8;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;127;8;-;-;-;8;-;900;8;-;-;40;5;900;-;-;-;6;-;-;-;5640;-;62;18;1848;-;-;-;35
São José do Norte (RS);-;-;-;...;-;-;8;-;10089;-;-;-;200;10;-;...;-;-;-;-;...;-;...;-;-;45274;-;-;-;-;-;-;-;-;24;1;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;20;10;454;-;-;3;8;-;-;-;-;-;-;50;-;-;-;-;3
São José do Ouro (RS);-;-;-;...;-;-;-;2;-;1800;-;-;60;40;-;...;-;-;-;-;...;600;...;-;-;10;-;-;-;-;-;210;-;-;180;7;-;-;-;-;-;120;11;-;-;-;-;-;96;-;-;-;20;15;10000;-;-;-;40;-;-;-;64680;-;18;15;13140;-;-;-;645
São José do Sul (RS);12;-;-;...;-;-;-;-;-;-;-;20;41;-;-;...;-;-;-;-;...;1335;...;-;-;20;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;5000;-;-;-;-;-;-;1680;-;-;-;-;-;210;1;-;-;-;-;-;-;-;-;12240;20;-;-;-;-;-
São José dos Ausentes (RS);-;-;-;...;-;-;-;-;-;-;-;-;-;73600;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;120;-;-;-;-;-;-;-;-;-;19250;-;-;-;-;-;-;-;-;-;5000;-;-;-;-;-;-;-;330;-;-;-;-;-;-;-;-
São Leopoldo (RS);-;-;-;...;-;-;-;-;-;-;-;-;60;-;-;...;-;-;-;-;...;150;...;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;140;75;-;-;-;-;-;150;-;-;-;15;-;30;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-
São Lourenço do Sul (RS);-;-;-;...;-;-;16;36;76445;-;-;-;2000;2000;-;...;-;-;-;-;...;-;...;-;-;675;-;-;-;-;-;-;-;-;585;70;20400;-;-;-;-;15;-;-;-;-;-;-;350;-;-;-;220;-;96000;3;-;-;1120;-;-;-;151800;-;-;130;750;-;-;-;150
São Luiz Gonzaga (RS);20;-;-;...;-;-;8;8;-;11250;-;40;70;-;-;...;-;-;-;-;...;2000;...;6;-;12;225;-;-;-;-;-;-;-;645;6;-;462;-;-;-;200;20;-;-;-;-;-;3200;6;-;-;90;35;71325;-;-;4;48;-;-;-;200831;-;156;40;85800;-;-;-;105
São Marcos (RS);-;-;-;...;-;-;1285;10;-;-;-;-;600;255;-;...;-;-;-;-;...;-;...;1375;-;683;-;-;-;-;-;-;-;-;140;116;-;-;-;-;-;686;50;-;875;-;-;-;558;-;-;-;-;-;3445;20;-;100;690;-;-;-;-;-;210;1250;12;-;-;-;25550
São Martinho (RS);14;-;-;...;-;-;7;14;-;180;-;38;63;31;-;...;-;-;-;-;...;260;...;8;-;35;-;-;-;-;-;45;-;-;35;8;-;-;-;-;-;75;14;-;-;-;8;-;2000;10;-;-;36;19;9660;3;-;7;57;-;-;-;39208;-;90;12;18200;96;-;-;82
São Martinho da Serra (RS);-;-;-;...;-;-;-;10;450;7200;-;-;200;600;-;...;-;-;-;-;...;30;...;32;-;60;-;-;-;-;-;-;-;-;56;18;6;-;6;-;-;302;15;-;-;-;-;-;2600;-;-;-;-;-;3000;-;-;19;63;-;-;-;114840;-;72;105;13650;-;-;-;26
São Miguel das Missões (RS);-;12;-;...;-;-;6;20;-;14000;-;40;225;-;-;...;-;-;-;-;...;600;...;12;-;21;-;-;-;-;-;-;-;-;606;12;-;205;-;-;-;160;18;200;-;-;-;-;3500;-;-;-;72;12;53000;-;-;5;60;-;-;-;228372;-;105;18;61920;-;-;-;54
São Nicolau (RS);15;-;-;...;-;-;5;1;-;420;-;20;14;8;-;...;-;-;-;-;...;60;...;-;-;20;-;-;-;-;-;-;2;-;15;-;-;-;-;-;-;264;60;-;-;-;-;-;480;-;-;-;72;5;13710;-;-;5;8;-;-;-;43980;-;48;18;14625;-;-;-;10
São Paulo das Missões (RS);42;12;-;...;-;-;4;20;-;-;-;32;360;15;-;...;-;-;-;-;...;750;...;12;-;18;-;-;-;-;-;-;4;-;80;2;113;-;-;-;-;168;24;-;-;-;18;-;3700;42;-;-;200;64;2520;16;-;28;72;-;-;-;9720;-;209;135;3510;-;-;-;80
São Pedro da Serra (RS);-;-;-;...;-;-;-;-;-;-;-;22;16;14;-;...;-;-;-;-;...;270;...;8;-;21;-;-;-;-;-;-;-;-;10;173;-;-;-;-;-;30;18;-;-;-;-;-;105;-;-;-;-;-;575;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-
São Pedro das Missões (RS);-;-;-;...;-;-;9;5;-;2100;-;-;60;15;-;...;-;-;-;-;...;1000;...;-;-;-;-;600;-;-;-;1680;-;-;339;-;-;-;-;-;-;36;-;-;-;-;-;-;2250;-;-;-;40;-;2400;-;-;-;12;-;-;-;19800;-;10;-;10500;-;-;-;42
São Pedro do Butiá (RS);20;-;-;...;-;-;3;4;-;-;-;-;100;38;-;...;-;-;-;-;...;450;...;8;-;18;-;-;-;-;-;-;-;-;6;4;-;-;-;-;-;180;30;-;-;-;-;-;720;-;-;-;90;8;5463;3;-;8;30;-;-;-;13356;-;126;25;6250;-;-;-;48
São Pedro do Sul (RS);60;-;-;...;-;-;4;70;31756;-;-;55;700;-;-;...;-;-;-;-;...;5000;...;42;-;300;-;-;-;-;-;-;-;-;228;18;683;-;12;-;-;1890;35;-;-;-;-;-;6000;-;-;-;600;22;8400;52;-;75;60;-;-;-;48600;-;76;200;1500;-;-;-;374
São Sebastião do Caí (RS);22;-;-;...;-;-;-;-;-;-;-;20;234;-;-;...;-;-;-;-;...;700;...;63;-;90;-;-;-;-;-;-;-;-;18;180;-;-;63;-;-;4949;2000;-;-;-;-;-;4725;-;-;-;-;-;720;-;-;-;20;-;-;-;-;-;8975;182;-;-;-;-;54
São Sepé (RS);-;-;-;...;-;-;-;-;140000;11400;98;-;60;-;-;...;-;-;-;-;...;300;...;-;-;27;-;-;-;-;-;-;-;-;32;27;-;-;-;-;-;1000;15;-;-;-;-;-;2720;-;-;-;120;-;5208;47;-;-;117;-;-;-;214855;-;240;12;10260;-;-;-;210
São Valentim (RS);-;-;-;...;-;-;-;5;-;-;-;-;100;50;-;...;-;-;-;-;...;500;...;12;-;32;-;-;-;-;-;170;-;-;328;-;-;-;-;-;-;613;-;-;-;-;-;-;540;-;-;-;160;10;6720;14;-;-;40;-;-;-;11368;-;20;17;1890;-;-;-;960
São Valentim do Sul (RS);-;-;-;...;-;-;2;1;-;-;-;17;36;8;-;...;-;-;-;-;...;1120;...;2;-;24;-;-;-;-;-;252;-;-;2;8;4;-;9;-;-;600;35;-;-;-;-;-;500;-;-;-;12;7;2970;3;-;-;14;-;-;-;3627;-;100;20;875;-;16;-;8400
São Valério do Sul (RS);-;-;-;...;-;-;-;2;-;240;-;-;30;-;-;...;-;-;-;-;...;200;...;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;40;-;-;-;-;-;-;1600;-;-;-;40;10;4200;2;-;-;12;-;-;-;18360;-;22;-;7200;-;-;-;20
São Vendelino (RS);-;-;-;...;-;-;-;-;-;-;-;6;58;-;-;...;-;-;-;-;...;405;...;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;10;-;-;52;30;-;-;-;-;-;210;-;-;-;-;-;280;-;-;-;43;-;-;-;-;-;25;-;-;-;-;-;91
São Vicente do Sul (RS);-;-;-;...;-;-;-;-;81047;-;-;-;450;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;63;-;-;-;-;-;-;640;-;-;-;500;-;1568;-;-;-;33;-;-;-;91080;-;43;-;-;-;-;-;16
Sapiranga (RS);-;-;-;...;-;-;2;3;715;-;-;5;300;651;-;...;-;-;-;-;...;520;...;20;-;60;-;-;-;-;-;-;-;-;78;7;-;-;6;-;-;150;8;-;-;-;5;-;800;-;-;-;58;6;576;-;-;-;70;-;-;-;-;-;92;161;-;-;-;-;168
Sapucaia do Sul (RS);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49;-;-;-;-;-;96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Sarandi (RS);5;-;-;...;-;-;8;16;-;1200;-;-;216;15;-;...;-;-;-;-;...;320;...;32;-;36;-;-;-;-;-;60;-;-;95;12;-;-;-;-;-;480;20;-;-;-;-;-;800;-;-;-;120;80;11676;30;-;-;10;-;-;-;59295;-;150;40;32400;-;-;-;1551
Seberi (RS);71;-;-;...;-;-;8;10;15;2916;-;48;375;30;-;...;-;-;-;-;...;3300;...;34;-;25;-;-;-;-;-;1200;-;-;515;4;245;-;15;-;-;1170;30;-;-;-;6;-;12200;-;-;-;75;6;18687;10;-;14;16;-;-;-;38000;-;300;30;13500;-;-;-;43
Sede Nova (RS);-;-;-;...;-;-;3;2;-;500;-;-;18;-;-;...;-;-;-;-;...;400;...;-;-;5;-;-;-;-;-;-;-;-;3;-;4;-;-;-;-;75;-;-;-;-;-;-;400;-;-;-;15;7;3825;-;-;-;18;-;-;-;20955;-;40;-;10080;76;-;-;16
Segredo (RS);-;-;-;...;-;-;3;10;8;-;-;-;980;96;-;...;-;-;-;-;...;400;...;11;-;150;-;-;-;-;-;-;-;-;370;40;6359;-;-;-;-;170;30;-;-;-;-;-;1500;-;-;-;75;2;6912;3;-;40;72;-;-;-;18966;-;79;39;2900;-;-;-;83
Selbach (RS);-;-;-;...;-;-;-;-;-;843;-;-;24;9;-;...;-;-;-;-;...;80;...;-;-;-;-;600;-;-;-;-;-;-;414;-;-;-;-;-;-;20;-;-;-;-;-;-;80;-;-;-;12;-;11310;-;-;-;14;-;-;-;42000;-;19;-;13200;-;-;-;5
Senador Salgado Filho (RS);6;-;-;...;-;-;4;11;-;630;-;18;100;15;-;...;-;-;-;-;...;3453;...;-;-;30;-;-;-;-;-;240;-;-;8;-;-;-;11;-;-;29;8;-;-;-;-;-;960;-;-;-;30;-;1602;-;-;15;36;-;-;-;26603;-;64;-;8820;-;-;-;18
Sentinela do Sul (RS);-;-;-;...;-;-;10;1;18460;-;254;21;1260;-;-;...;-;-;-;-;...;1069;...;23;-;24;-;-;-;-;-;-;-;-;40;7;1731;-;259;-;-;360;46;-;-;-;-;-;6480;-;-;-;55;10;4050;75;-;10;20;-;-;-;3300;-;120;20;13;-;-;-;65
Serafina Corrêa (RS);9;-;-;...;-;-;4;2;-;120;-;-;60;32;-;...;-;-;-;-;...;36;...;14;-;25;-;960;-;-;-;24;-;-;7;144;3;-;-;-;-;139;5;-;-;-;-;-;150;-;-;-;16;6;11520;6;-;4;80;-;-;-;12960;-;50;60;1500;-;-;-;330
Sério (RS);-;-;-;...;-;-;-;-;-;-;-;-;144;-;-;...;-;-;-;-;...;280;...;-;-;-;-;-;-;-;-;72;-;-;38;-;665;-;-;-;-;100;-;-;-;-;-;-;810;-;-;-;-;-;1838;10;-;-;-;-;-;-;21;-;70;-;-;-;-;-;30
Sertão (RS);-;-;-;...;-;-;-;15;-;12832;-;-;150;50;-;...;-;-;-;-;...;-;...;-;-;80;-;9818;-;-;-;500;-;-;175;40;25;-;-;-;-;196;18;-;-;-;-;-;950;-;-;-;63;12;25514;-;-;-;79;-;-;-;131200;-;31;130;22735;-;-;-;180
Sertão Santana (RS);-;6;-;...;-;-;6;1;9100;-;-;12;3200;12;-;...;-;-;-;-;...;1575;...;40;-;80;-;-;-;-;-;-;-;-;58;2;3780;-;30;-;-;350;24;-;-;-;-;-;3900;-;-;-;120;6;6300;8;-;32;64;-;-;-;1500;-;225;15;50;-;-;-;384
Sete de Setembro (RS);5;-;-;...;-;-;4;6;-;900;-;6;50;8;-;...;-;-;-;-;...;900;...;-;-;21;-;-;-;-;-;-;-;-;128;5;-;-;-;-;-;108;10;-;-;-;-;-;1500;-;-;-;75;24;2581;-;-;-;5;-;-;-;19024;-;40;25;6480;-;-;-;30
Severiano de Almeida (RS);-;-;-;...;-;-;-;9;-;-;-;-;200;10;-;...;-;-;-;-;...;1200;...;30;-;150;-;-;-;-;-;630;-;-;87;-;68;-;-;-;-;5600;-;-;12;-;-;-;1200;-;-;-;75;-;4680;6;-;-;2;-;-;-;9324;-;300;-;3300;-;-;-;150
Silveira Martins (RS);-;-;-;...;-;-;5;4;-;360;-;30;72;875;-;...;-;-;-;-;...;750;...;-;-;112;-;-;-;-;-;-;-;-;153;4;3;-;-;-;-;48;14;-;-;-;-;-;750;-;-;-;-;-;1998;10;-;-;9;-;-;-;18900;-;96;60;-;-;-;-;204
Sinimbu (RS);-;-;-;...;-;-;7;30;16;-;-;70;750;430;-;...;-;-;-;-;...;2430;...;34;-;80;-;-;-;-;-;210;-;-;293;20;6900;-;-;-;-;480;-;-;-;-;-;-;4000;-;-;-;30;-;14580;2;-;-;40;-;-;-;3450;-;210;80;375;-;-;-;40
Sobradinho (RS);-;-;-;...;-;-;3;9;-;-;-;-;375;53;-;...;-;-;-;-;...;150;...;66;-;134;-;-;-;-;-;-;-;-;164;10;3750;-;-;-;-;140;30;-;-;-;-;-;2300;-;-;-;20;-;3780;-;-;11;58;-;-;-;8742;-;70;83;660;-;-;-;754
Soledade (RS);-;-;-;...;-;-;-;17;-;9600;-;-;198;35;-;...;-;-;-;-;...;-;...;38;-;35;-;360;-;-;-;1815;-;-;156;-;56;-;-;-;-;75;-;-;-;-;-;-;2400;-;-;-;-;-;4800;-;-;-;180;-;-;-;162000;-;-;189;36000;-;-;-;134
Tabaí (RS);-;-;-;...;-;-;-;-;-;-;-;-;39;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;26;-;-;-;-;-;-;500;-;-;-;100;-;400;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-
Tapejara (RS);-;-;-;...;-;-;-;18;-;1920;-;-;96;7;-;...;-;-;-;-;...;330;...;10;-;32;-;2880;-;-;-;14;-;-;-;30;-;-;-;-;-;150;12;-;17;-;-;-;400;-;-;-;180;36;16800;45;-;15;96;-;-;-;46860;-;70;105;11700;-;-;-;375
Tapera (RS);-;-;-;...;-;-;-;2;-;8250;-;-;-;40;-;...;-;-;-;-;...;30;...;-;-;-;-;819;-;-;-;-;-;-;714;-;-;-;-;-;-;24;-;-;-;-;-;-;450;-;-;-;20;-;8200;-;-;-;12;-;-;-;56700;-;24;28;10800;-;-;-;16
Tapes (RS);-;-;-;...;-;-;-;-;155000;-;-;-;840;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;3;-;18;-;-;-;-;24;-;-;-;-;-;-;525;-;-;-;30;2;900;-;-;-;-;-;-;-;45360;-;17;-;-;-;-;-;56
Taquara (RS);5;30;-;...;-;-;17;3;5724;-;-;592;117;200;-;...;-;-;-;-;...;8250;...;32;-;60;-;-;-;-;-;-;-;-;145;6;2;-;553;-;-;1502;96;-;20;-;-;-;5130;-;48;-;450;80;438;3;-;14;36;-;-;-;78;-;304;175;-;-;-;-;50
Taquari (RS);-;-;-;...;-;-;-;-;24288;-;-;-;24;14;-;...;-;-;-;-;...;100;...;-;-;-;-;-;-;-;-;-;-;-;13;-;312;-;-;-;-;200;-;-;-;-;-;-;300;-;-;-;1995;17;3825;150;-;-;6;-;-;-;400;-;44;28;-;-;-;-;160
Taquaruçu do Sul (RS);56;-;-;...;-;-;4;4;4;76;-;20;140;10;-;...;-;-;-;-;...;750;...;-;-;10;-;-;-;-;-;19;-;-;77;-;171;-;-;-;-;105;15;-;-;-;-;-;1000;-;-;-;84;20;5796;3;-;-;11;-;-;-;7020;-;63;30;1955;-;-;-;20
Tavares (RS);-;-;-;...;-;-;-;-;13841;-;-;-;375;-;-;...;-;-;-;-;...;-;...;-;-;13125;-;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;-;-;330;-;-;-;150;9;1350;-;-;-;-;-;-;-;1452;-;-;-;-;-;-;-;-
Tenente Portela (RS);18;-;-;...;-;-;9;10;6;1440;-;44;70;24;-;...;-;-;-;-;...;1944;...;-;-;28;-;-;-;-;-;144;-;-;72;5;196;-;12;-;-;169;14;-;-;-;6;-;900;6;-;-;40;25;9600;-;-;-;52;-;-;-;42000;-;200;25;17920;-;-;-;180
Terra de Areia (RS);-;3700;-;...;-;-;-;4;680;-;-;8850;50;-;-;...;-;-;-;-;...;800;...;-;-;-;-;-;-;-;-;-;-;-;5;-;43;-;-;-;-;240;-;-;-;-;-;-;390;-;200;-;42;-;232;-;-;-;-;-;-;-;-;-;144;320;-;-;-;-;35
Teutônia (RS);-;-;-;...;-;-;-;-;-;-;-;20;53;48;-;...;-;-;-;-;...;750;...;-;-;6;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;840;48;-;-;-;-;-;1280;-;-;-;-;-;8778;-;-;-;180;-;-;-;1692;-;210;35;1000;-;-;-;150
Tio Hugo (RS);-;-;-;...;-;-;-;-;-;641;-;-;50;-;-;...;-;-;-;-;...;120;...;-;-;22;-;90;-;-;-;27;-;-;14;4;-;-;-;-;-;162;11;-;-;-;-;-;209;-;-;-;-;-;324;-;-;-;23;-;-;-;26876;-;25;24;3600;-;-;-;35
Tiradentes do Sul (RS);18;10;-;...;-;-;9;20;-;500;-;28;120;45;-;...;-;-;-;-;...;2500;...;-;-;48;-;-;-;-;-;-;-;-;30;-;113;-;16;-;-;200;15;-;-;-;32;-;2150;-;-;-;64;16;6000;-;-;-;36;-;-;-;17160;-;250;20;5400;-;-;-;15
Toropi (RS);-;-;-;...;-;-;2;2;2509;-;-;17;150;-;-;...;-;-;-;-;...;480;...;10;-;30;-;-;-;-;-;-;-;-;125;7;1155;-;-;-;-;180;45;-;-;-;-;-;8750;-;-;-;-;-;4140;6;-;-;30;-;-;-;7595;-;42;-;-;-;-;-;49
Torres (RS);-;185;-;...;-;-;6;6;25652;-;-;4600;275;-;-;...;-;-;-;-;...;232;...;15;-;30;-;-;-;-;-;-;-;-;69;-;12;-;10;-;-;39;-;-;-;-;-;-;840;-;2160;-;-;-;387;-;-;-;-;-;-;-;-;-;20;1108;-;-;-;-;-
Tramandaí (RS);-;-;-;...;-;-;-;-;1800;-;-;-;20;-;-;...;-;-;-;-;...;-;...;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;-;-;-;400;6;30;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-
Travesseiro (RS);-;-;-;...;-;-;-;-;-;-;-;-;88;-;-;...;-;-;-;-;...;1800;...;-;-;-;-;-;-;-;-;-;-;-;18;-;10;-;-;-;-;192;-;-;-;-;-;-;675;-;-;-;-;-;900;11;-;-;-;-;-;-;878;-;90;-;73;-;-;-;30
Três Arroios (RS);-;-;-;...;-;-;24;12;-;84;-;-;40;95;-;...;-;-;-;-;...;1500;...;-;-;86;-;58;-;-;-;1558;-;-;22;-;34;-;-;-;-;1155;-;-;-;-;-;-;1120;-;-;-;160;40;4284;-;-;-;-;-;-;-;9639;-;128;45;3726;-;-;-;320
Três Cachoeiras (RS);-;200;-;...;-;-;12;13;3318;-;-;39200;125;-;-;...;-;-;-;-;...;400;...;-;-;-;-;-;-;-;-;-;-;-;43;-;-;-;-;-;-;78;-;-;-;-;-;-;1500;-;255;-;-;-;248;-;-;-;-;-;-;-;-;-;20;1890;-;-;-;-;-
Três Coroas (RS);20;-;-;...;-;-;28;-;4;-;-;24;180;475;-;...;-;-;-;-;...;700;...;20;-;45;-;-;-;-;-;-;-;-;76;6;2;-;-;-;-;581;32;-;-;-;-;-;4000;-;-;-;60;21;729;-;-;6;20;-;-;-;-;-;108;35;-;-;-;-;40
