Município;Abacate;Abacaxi*;Açaí;Alfafa fenada;Algodão arbóreo (em caroço);Algodão herbáceo (em caroço);Alho;Amendoim (em casca);Arroz (em casca);Aveia (em grão);Azeitona;Banana (cacho);Batata-doce;Batata-inglesa;Borracha (látex coagulado);Borracha (látex líquido);Cacau (em amêndoa);Café (em grão) Total;Café (em grão) Arábica;Café (em grão) Canephora;Caju;Cana-de-açúcar;Cana para forragem;Caqui;Castanha de caju;Cebola;Centeio (em grão);Cevada (em grão);Chá-da-índia (folha verde);Coco-da-baía*;Dendê (cacho de coco);Erva-mate (folha verde);Ervilha (em grão);Fava (em grão);Feijão (em grão);Figo;Fumo (em folha);Girassol (em grão);Goiaba;Guaraná (semente);Juta (fibra);Laranja;Limão;Linho (semente);Maçã;Malva (fibra);Mamão;Mamona (baga);Mandioca;Manga;Maracujá;Marmelo;Melancia;Melão;Milho (em grão);Noz (fruto seco);Palmito;Pera;Pêssego;Pimenta-do-reino;Rami (fibra);Sisal ou agave (fibra);Soja (em grão);Sorgo (em grão);Tangerina;Tomate;Trigo (em grão);Triticale (em grão);Tungue (fruto seco);Urucum (semente);Uva
Figueirópolis D'Oeste (MT);-;-;-;...;-;-;-;-;-;-;-;-;-;-;23;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;322;-;-;-;-;-;840;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Gaúcha do Norte (MT);-;-;-;...;-;24266;-;-;-;-;-;-;-;-;483;...;-;-;-;-;...;68;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1450;-;-;-;-;-;777053;-;-;-;-;-;-;-;1503656;544;-;-;-;-;-;-;-
General Carneiro (MT);-;-;-;...;-;104479;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;189000;-;-;-;-;-;-;-;485100;-;-;-;-;-;-;-;-
Glória D'Oeste (MT);-;-;-;...;-;-;-;-;-;-;-;600;-;-;-;...;-;-;-;-;...;15356;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;169;-;-;-;-;-;-;173;-;-;-;1707;-;642;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Guarantã do Norte (MT);-;225;-;...;-;-;-;-;14442;-;-;9405;-;-;-;...;-;18;-;18;...;18;...;-;-;-;-;-;-;252;-;-;-;-;-;-;-;-;56;21;-;156;-;-;-;-;-;-;2925;-;2748;-;-;-;56390;-;40;-;-;-;-;-;117512;-;-;-;-;-;-;-;-
Guiratinga (MT);-;-;-;...;-;91836;-;-;-;-;-;379;-;-;-;...;-;-;-;-;...;25;...;-;-;-;-;-;-;-;-;-;-;-;1575;-;-;-;-;-;-;-;-;-;-;-;-;-;1125;-;-;-;140;-;175320;-;-;-;-;-;-;-;627096;2625;-;-;-;-;-;-;-
Indiavaí (MT);-;-;-;...;-;-;-;-;-;-;-;150;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;350;-;-;-;-;-;1036;-;-;-;-;-;-;-;11968;-;-;-;-;-;-;-;-
Ipiranga do Norte (MT);-;634;-;...;-;429862;-;-;3851;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;36;-;-;-;-;27326;-;-;-;-;-;-;-;1728;-;-;-;-;-;326;-;-;-;-;-;862248;-;-;-;-;-;-;-;1731939;2520;-;-;-;-;-;-;-
Itanhangá (MT);-;938;-;...;-;37772;-;-;8910;-;-;-;-;-;490;...;-;-;-;-;...;-;...;-;-;-;-;-;-;180;-;-;-;-;13992;-;-;-;-;-;-;-;-;-;-;-;-;-;300;-;-;-;-;-;225000;-;-;-;-;-;-;-;856659;-;-;-;-;-;-;-;-
Itaúba (MT);-;108;-;...;-;-;-;-;10125;-;-;-;-;-;823;...;-;37;-;37;...;27;...;-;-;-;-;-;-;112;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2340;-;-;-;180;289;156240;-;-;-;-;-;-;-;422760;-;-;-;-;-;-;-;-
Itiquira (MT);-;-;-;...;-;92978;-;-;-;-;-;237;-;-;6515;...;-;-;-;-;...;32400;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;622080;-;-;-;-;-;-;-;1631340;7000;-;-;-;-;-;-;-
Jaciara (MT);-;-;-;...;-;171620;-;-;-;-;-;-;-;-;864;...;-;-;-;-;...;135;...;-;-;-;-;-;-;412;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1125;-;-;-;-;-;105750;-;-;-;-;-;-;-;440799;-;-;-;-;-;-;-;-
Jangada (MT);-;150;-;...;-;-;-;-;-;-;-;550;-;-;-;...;-;-;-;-;...;2016;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43;-;-;-;1500;-;-;-;-;-;2138;-;-;-;42;48;4144;-;-;-;-;-;-;-;14484;-;-;240;-;-;-;-;-
Jauru (MT);-;-;-;...;-;-;-;-;-;-;-;265;-;-;15;...;-;25;-;25;...;-;...;-;-;-;-;-;-;43;-;-;-;-;9;-;-;-;-;-;-;131;-;-;-;-;-;-;1073;-;23;-;125;-;462;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Juara (MT);-;-;-;...;-;-;-;-;11912;-;-;35;-;-;524;...;-;550;-;550;...;7;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1560;-;-;-;-;-;101352;-;-;-;-;-;-;-;455400;-;-;49;-;-;-;-;-
Juína (MT);-;1611;-;...;-;-;-;48;1876;-;-;5230;788;-;-;...;-;8081;32;8049;...;4420;...;-;-;-;-;-;-;149;-;-;-;-;420;-;-;-;-;42;-;120;137;-;-;-;326;-;8663;-;350;-;3771;102;43776;-;612;-;-;-;-;-;122271;-;-;1173;-;-;-;-;-
Juruena (MT);-;1128;-;...;-;-;-;-;49;-;-;1709;139;-;-;...;-;420;-;420;...;-;...;-;-;-;-;-;-;67;-;-;-;-;18;-;-;-;-;-;-;106;-;-;-;-;-;-;5580;-;196;-;1403;-;10692;-;950;-;-;-;-;-;3118;-;-;130;-;-;-;162;-
Juscimeira (MT);-;-;-;...;-;49968;-;-;-;-;-;185;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47;31;-;-;-;-;-;3240;-;-;-;-;-;84600;-;-;-;-;-;-;-;328036;-;90;-;-;-;-;-;-
Lambari D'Oeste (MT);-;-;-;...;-;-;-;-;-;-;-;174;-;-;-;...;-;-;-;-;...;57666;...;-;-;-;-;-;-;-;-;-;-;-;1750;-;-;-;-;-;-;-;-;-;-;-;-;-;1350;-;-;-;216;-;2143;-;-;-;-;-;-;-;15718;228;133;-;-;-;-;-;-
Lucas do Rio Verde (MT);-;-;-;...;-;870165;-;-;-;-;-;240;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;90;-;-;-;-;58168;-;-;-;-;-;-;-;240;-;-;-;-;-;1500;-;-;-;713;-;934402;-;-;-;-;-;-;-;1937975;2520;53;-;-;-;-;-;-
Luciara (MT);-;-;-;...;-;-;-;-;696;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;173;-;-;-;-;-;119;-;-;-;-;-;-;-;5100;-;-;-;-;-;-;-;-
Vila Bela da Santíssima Trindade (MT);-;350;-;...;-;-;-;-;-;-;-;2120;-;-;2141;...;-;116;-;116;...;-;...;-;-;-;-;-;-;-;-;-;-;-;61;-;-;-;-;-;-;-;-;-;-;-;-;-;4666;-;-;-;700;-;100337;-;-;-;-;-;-;-;344042;2995;-;-;-;-;-;-;-
Marcelândia (MT);-;-;-;...;-;-;-;-;15635;-;-;179;-;-;-;...;-;119;-;119;...;-;...;-;-;-;-;-;-;70;-;-;-;-;1688;-;-;-;-;42;-;-;-;-;-;-;-;-;2925;-;329;-;280;48;154800;-;-;-;-;7;-;-;647680;-;-;-;-;-;-;-;-
Matupá (MT);-;600;-;...;-;-;-;-;12036;-;-;8179;-;-;-;...;-;37;-;37;...;18;...;-;-;-;-;-;-;280;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11700;-;803;-;900;-;210000;-;-;-;-;-;-;-;374764;-;-;168;-;-;-;-;68
Mirassol d'Oeste (MT);-;180;-;...;-;-;-;-;-;-;-;2381;-;-;-;...;-;-;-;-;...;44500;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;975;-;-;-;515;-;516;-;-;-;-;-;-;-;18863;-;-;454;-;-;-;-;-
Nobres (MT);-;-;-;...;-;-;-;-;728;-;-;693;-;-;-;...;-;-;-;-;...;36;...;-;-;-;-;-;-;-;-;-;-;-;256;-;-;-;-;-;-;-;171;-;-;-;-;-;916;-;-;-;80;-;142099;-;-;-;-;-;-;-;326736;-;-;33;-;-;-;-;-
Nortelândia (MT);-;708;-;...;-;71229;-;-;1620;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;1513;-;-;-;-;-;-;-;-;-;-;-;-;-;338;-;-;-;-;-;119059;-;-;-;-;-;-;-;222511;-;-;-;-;-;-;-;-
Nossa Senhora do Livramento (MT);-;360;-;...;-;-;-;-;17;-;-;6000;-;-;-;...;-;-;-;-;...;354;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1832;-;-;-;118;-;2626;-;-;-;-;-;-;-;19688;-;-;-;-;-;-;-;-
Nova Bandeirantes (MT);-;397;-;...;-;-;-;-;3396;-;-;3450;-;-;-;...;-;3216;-;3216;...;-;...;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;14;-;-;-;-;-;-;-;-;802;-;-;-;520;-;2323;-;102;-;-;-;-;-;1913;-;-;70;-;-;-;-;-
Nova Nazaré (MT);-;-;-;...;-;-;-;-;3273;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;726;-;-;-;-;-;-;-;-;-;-;-;-;-;3121;-;-;-;-;-;21600;-;-;-;-;-;-;-;129178;-;-;-;-;-;-;-;-
Nova Lacerda (MT);-;114;-;...;-;-;-;-;-;-;-;1696;-;-;2945;...;-;-;-;-;...;17;...;-;-;-;-;-;-;-;-;-;-;-;1567;-;-;-;-;-;-;-;-;-;-;-;-;-;1502;-;-;-;334;-;54003;-;-;-;-;-;-;-;286490;693;-;-;-;-;-;-;-
Nova Santa Helena (MT);-;68;-;...;-;-;-;-;11388;-;-;-;-;-;-;...;-;1430;-;1430;...;18;...;-;-;-;-;-;-;70;-;-;-;-;-;-;-;-;-;599;-;-;-;-;-;-;-;-;3510;-;-;-;600;918;90720;-;-;-;-;-;-;-;260301;-;-;140;-;-;-;-;-
Nova Brasilândia (MT);-;-;-;...;-;-;-;-;1688;-;-;423;-;-;-;...;-;-;-;-;...;41;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2280;-;770;-;-;-;18090;-;-;-;-;-;-;-;42643;-;-;-;-;-;-;-;-
Nova Canaã do Norte (MT);-;202;-;...;-;7066;-;-;4248;-;-;92;-;-;-;...;-;30;-;30;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;340;-;110;-;134;-;137301;-;-;-;-;-;-;-;449475;-;-;43;-;-;-;-;-
Nova Mutum (MT);-;6363;-;...;-;386441;-;-;5400;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;180;-;-;-;-;17555;-;-;-;-;-;-;-;-;-;-;-;-;-;6000;-;616;-;285;-;1584074;-;-;-;-;-;-;-;3298628;7560;-;-;-;-;-;-;6384
Nova Olímpia (MT);-;225;-;...;-;-;-;17;950;-;-;260;-;-;167;...;-;-;-;-;...;106350;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;47;-;-;-;-;-;927;-;248;-;244;-;37;-;-;-;-;-;-;-;27680;-;-;-;-;-;-;-;-
Nova Ubiratã (MT);-;-;-;...;-;383840;-;-;36011;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;245338;-;-;-;-;-;-;-;-;-;-;-;-;-;1050;-;-;-;-;-;1965286;-;-;-;-;-;-;-;3223685;-;-;-;-;-;-;-;-
Nova Xavantina (MT);-;-;-;...;-;60740;-;-;-;-;-;-;-;-;3998;...;-;-;-;-;...;-;...;-;-;-;-;-;-;280;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3443;-;-;-;-;-;27000;-;-;-;-;-;-;-;465894;-;-;-;-;-;-;-;-
Novo Mundo (MT);-;1500;-;...;-;-;-;-;15090;-;-;8050;-;-;-;...;180;55;-;55;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;208;270;-;-;-;-;-;3510;-;292;-;36;34;126720;-;-;-;-;-;-;-;412896;-;-;-;-;-;-;-;-
Novo Horizonte do Norte (MT);-;750;-;...;-;-;-;-;10469;-;-;598;-;-;272;...;-;825;-;825;...;-;...;-;-;-;-;-;-;56;-;-;-;-;-;-;-;-;-;28;-;130;-;-;-;-;-;-;1950;-;365;-;220;-;6480;-;1204;-;-;-;-;-;45405;-;-;368;-;-;-;-;-
Novo São Joaquim (MT);-;-;-;...;-;318924;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;1980;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;260400;-;-;-;-;-;-;-;643500;-;-;-;-;-;-;-;-
Paranaíta (MT);-;120;-;...;-;-;-;-;425;-;-;265;-;-;-;...;14;322;-;322;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;29;-;-;-;-;-;780;-;256;-;188;-;39830;-;-;-;-;-;-;-;130390;-;-;35;-;-;-;-;-
Paranatinga (MT);-;-;-;...;-;319765;-;-;39330;-;-;1925;-;-;20;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;1348;-;-;-;-;-;-;-;-;-;-;-;-;331;29554;-;-;-;-;-;590148;-;-;-;-;-;-;-;1897241;9918;-;-;-;-;-;-;-
Novo Santo Antônio (MT);-;-;-;...;-;-;-;-;60;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;160;-;-;-;-;-;4384;-;-;-;-;-;-;-;8440;-;-;-;-;-;-;-;-
Pedra Preta (MT);-;-;-;...;-;331031;-;-;-;-;-;237;-;-;-;...;-;-;-;-;...;450;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;5250;-;-;-;-;-;172500;-;-;-;-;-;-;-;608321;1750;-;-;-;-;-;-;-
Peixoto de Azevedo (MT);-;1200;-;...;-;-;-;-;24129;-;-;8050;-;-;-;...;-;73;-;73;...;36;...;-;-;-;-;-;-;168;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11700;-;803;-;80;102;86400;-;-;-;-;7;-;-;307648;-;-;-;-;-;-;-;-
Planalto da Serra (MT);-;-;-;...;-;-;-;-;1500;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;6750;-;-;-;-;-;-;-;-;-;-;-;-;-;791;-;-;-;138;-;35581;-;-;-;-;-;-;-;303365;-;-;-;-;-;-;-;-
Poconé (MT);-;1491;-;...;-;-;-;-;35;-;-;2325;-;-;-;...;-;-;-;-;...;540;...;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;46;-;-;-;-;-;-;-;-;-;1542;-;-;-;168;-;2171;-;-;-;-;-;-;-;54990;-;-;55;-;-;-;-;-
Pontal do Araguaia (MT);-;-;-;...;-;-;-;-;-;-;-;-;-;-;595;...;-;-;-;-;...;-;...;-;-;-;-;-;-;525;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1785;-;-;-;-;-;-;-;18193;-;-;-;-;-;-;-;-
Ponte Branca (MT);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;72;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;601;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Pontes e Lacerda (MT);-;228;-;...;-;-;-;-;1584;-;-;2120;-;-;4466;...;-;182;-;182;...;-;...;-;-;-;-;-;-;-;-;-;-;-;598;-;-;-;-;-;-;492;99;-;-;-;-;-;4719;-;-;-;325;-;74746;-;-;-;-;-;-;-;288056;945;-;-;-;-;-;-;-
Porto Alegre do Norte (MT);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;257;-;-;-;-;-;254800;-;-;-;-;-;-;-;381600;-;-;-;-;-;-;-;-
Porto dos Gaúchos (MT);-;900;-;...;-;158812;-;-;16568;-;-;-;-;-;5508;...;-;-;-;-;...;23;...;-;-;-;-;-;-;-;-;-;-;-;4500;-;-;-;-;-;-;-;-;-;-;-;-;-;1788;-;-;-;-;-;777600;-;-;-;-;-;-;-;1503483;-;-;-;-;-;-;-;-
Porto Esperidião (MT);-;158;-;...;-;-;-;-;-;-;-;3118;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;74;-;-;-;-;-;-;959;-;-;-;-;-;-;2576;-;-;-;2695;-;1760;-;-;-;-;-;-;-;17812;1109;-;-;-;-;-;-;-
Porto Estrela (MT);-;1225;-;...;-;-;-;-;-;-;-;3401;-;-;91;...;30;-;-;-;...;2834;...;-;-;-;-;-;-;-;-;-;-;-;87;-;-;-;-;-;-;174;-;-;-;-;-;-;9672;-;-;-;2264;-;1768;-;-;-;-;-;-;-;660;-;-;466;-;-;-;-;-
Poxoréu (MT);-;-;-;...;-;169853;-;-;-;-;-;420;-;-;449;...;-;-;-;-;...;82;...;-;-;-;-;-;-;-;-;-;-;-;7887;-;-;1800;-;-;-;-;57;-;-;-;-;-;2062;-;214;-;-;-;202500;-;-;-;-;-;-;-;579578;2520;-;-;-;-;-;-;215
Primavera do Leste (MT);-;158;-;...;-;784395;-;-;-;-;-;882;-;-;61;...;-;270;270;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;69285;-;-;2700;-;-;-;-;-;-;-;-;-;-;1440;-;-;-;-;-;1038073;-;-;-;-;-;-;-;2426564;5250;-;-;480;-;-;-;130
Querência (MT);-;300;-;...;-;302379;-;-;5250;-;-;79;-;-;428;...;-;-;-;-;...;11;...;-;-;-;-;-;-;196;-;-;-;-;58188;-;-;-;-;-;-;-;32;-;-;-;-;-;918;-;-;-;266;-;1824885;-;482;-;-;-;-;-;3115930;-;-;-;-;-;-;-;-
São José dos Quatro Marcos (MT);-;464;-;...;-;-;-;-;-;-;-;2548;-;-;-;...;-;-;-;-;...;131;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;337;171;-;-;-;1116;-;1883;-;450;-;861;-;2262;-;107;-;-;-;-;-;19518;-;-;252;-;-;-;-;-
Reserva do Cabaçal (MT);-;-;-;...;-;-;-;-;-;-;-;180;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;1170;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Ribeirão Cascalheira (MT);-;-;-;...;-;104554;-;-;-;-;-;-;-;-;122;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1148;-;-;-;-;-;151200;-;-;-;-;-;-;-;705600;-;-;-;-;-;-;-;-
Ribeirãozinho (MT);-;210;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;72;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;301;-;-;-;50;-;144708;-;-;-;-;-;-;-;178303;3984;-;-;-;-;-;-;-
Rio Branco (MT);-;-;-;...;-;-;-;-;-;-;-;-;-;-;739;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3600;-;-;-;-;-;1350;-;-;-;-;-;-;-;503;-;-;-;-;-;-;-;-
Santa Carmem (MT);-;-;-;...;-;-;-;-;9504;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;11158;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;666207;-;-;-;-;-;-;-;977783;-;-;-;-;-;-;-;-
Santo Afonso (MT);-;1229;-;...;-;2628;-;-;-;-;-;351;125;-;-;...;-;-;-;-;...;522;...;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1129;-;-;-;367;-;49059;-;-;-;-;-;-;-;130554;420;-;-;-;-;-;-;-
São José do Povo (MT);-;-;-;...;-;-;-;-;-;-;-;379;-;-;-;...;-;-;-;-;...;32;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;450;-;-;-;-;-;540;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
São José do Rio Claro (MT);-;750;-;...;-;315773;-;-;2700;-;-;-;-;-;578;...;-;-;-;-;...;37482;...;-;-;-;-;-;-;90;-;-;-;-;13369;-;-;3600;-;-;-;-;90;-;-;-;-;-;1125;-;-;-;-;-;327499;-;-;-;-;-;-;-;1004420;1050;150;-;-;-;-;-;-
São José do Xingu (MT);-;-;-;...;-;-;-;-;-;-;-;-;-;-;268;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2112;-;-;-;-;-;531720;-;-;-;-;-;-;-;1087443;-;-;-;-;-;-;-;-
São Pedro da Cipa (MT);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;168;-;-;-;-;-;9653;-;-;-;-;-;-;-;19100;-;-;-;-;-;-;-;161
Rondolândia (MT);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;14;2046;-;2046;...;-;...;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;198;-;-;-;-;-;140;-;-;-;-;-;-;-;217;-;-;-;-;-;-;-;-
Rondonópolis (MT);-;-;-;...;-;36781;-;-;-;-;-;1291;-;-;-;...;-;-;-;-;...;180;...;-;-;-;-;-;-;3024;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;11250;-;-;-;672;-;206880;-;-;-;-;-;-;-;770355;3500;27;-;-;-;-;-;-
Rosário Oeste (MT);-;2451;-;...;-;12544;-;-;1875;-;-;1695;-;-;-;...;-;-;-;-;...;77;...;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;183;-;-;-;598;-;3460;-;-;-;-;-;37791;-;-;-;-;-;-;-;262920;-;-;-;-;-;-;-;-
Santa Cruz do Xingu (MT);-;-;-;...;-;-;-;-;-;-;-;-;-;-;136;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1350;-;-;-;-;-;159516;-;-;-;-;-;-;-;357273;-;-;-;-;-;-;-;-
Salto do Céu (MT);-;-;-;...;-;-;-;-;-;-;-;70;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1777;-;-;-;-;-;4785;-;-;-;-;-;-;-;19704;-;-;-;-;-;-;-;-
Santa Rita do Trivelato (MT);-;-;-;...;-;318505;-;-;4320;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;13357;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;434340;-;-;-;-;-;-;-;1340057;2310;-;-;-;-;-;-;-
Santa Terezinha (MT);-;-;-;...;-;-;-;-;1593;-;-;-;-;-;5332;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7277;-;-;-;-;-;91152;-;-;-;-;-;-;-;278964;-;-;-;-;-;-;-;-
Santo Antônio do Leste (MT);-;-;-;...;-;391859;-;5418;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;12633;-;-;-;-;-;-;-;-;-;-;-;-;-;465;-;-;-;-;-;488250;-;-;-;-;-;-;-;898731;875;-;-;-;-;-;-;-
Santo Antônio de Leverger (MT);-;-;-;...;-;62986;-;-;-;-;-;1188;-;-;-;...;-;-;-;-;...;1575;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;192;-;-;-;240;-;8544;-;336;-;320;-;92705;-;-;-;-;-;-;-;344648;-;-;-;-;-;-;-;-
São Félix do Araguaia (MT);-;-;-;...;-;84782;-;-;1679;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1000;-;-;-;-;-;684863;-;-;-;-;-;-;-;1623610;-;-;-;-;-;-;-;-
Sapezal (MT);-;-;-;...;-;4566183;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;7397;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1188083;-;-;-;-;-;-;-;3299328;-;-;-;-;-;-;-;-
Serra Nova Dourada (MT);-;-;-;...;-;1632;-;-;175;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;720;-;-;-;-;-;1310;-;-;-;-;-;-;-;47125;-;-;-;-;-;-;-;-
Sinop (MT);-;750;-;...;-;87756;-;-;17045;-;-;8625;450;-;357;...;-;-;-;-;...;-;...;-;-;-;-;-;-;126;-;-;-;-;20925;-;-;-;107;-;-;312;144;-;-;-;368;-;2002;-;365;-;1002;-;753441;-;-;-;-;-;-;-;1421874;-;-;-;-;-;-;-;-
Sorriso (MT);-;300;-;...;-;827724;-;-;23092;-;-;252;165;-;-;...;-;-;-;-;...;14427;...;-;-;-;-;-;-;-;-;-;-;-;237333;-;-;-;-;-;-;-;-;-;-;-;-;-;360;-;-;-;1200;-;3877867;-;-;-;-;-;-;-;4984707;-;-;387;-;-;-;-;-
Tabaporã (MT);-;-;-;...;-;150216;-;-;24869;-;-;-;-;-;-;...;-;147;-;147;...;-;...;-;-;-;-;-;-;-;-;-;-;-;16686;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;347;-;720186;-;-;-;-;-;-;-;1505097;-;-;-;-;-;-;-;-
