Município;Abacate;Abacaxi*;Açaí;Alfafa fenada;Algodão arbóreo (em caroço);Algodão herbáceo (em caroço);Alho;Amendoim (em casca);Arroz (em casca);Aveia (em grão);Azeitona;Banana (cacho);Batata-doce;Batata-inglesa;Borracha (látex coagulado);Borracha (látex líquido);Cacau (em amêndoa);Café (em grão) Total;Café (em grão) Arábica;Café (em grão) Canephora;Caju;Cana-de-açúcar;Cana para forragem;Caqui;Castanha de caju;Cebola;Centeio (em grão);Cevada (em grão);Chá-da-índia (folha verde);Coco-da-baía*;Dendê (cacho de coco);Erva-mate (folha verde);Ervilha (em grão);Fava (em grão);Feijão (em grão);Figo;Fumo (em folha);Girassol (em grão);Goiaba;Guaraná (semente);Juta (fibra);Laranja;Limão;Linho (semente);Maçã;Malva (fibra);Mamão;Mamona (baga);Mandioca;Manga;Maracujá;Marmelo;Melancia;Melão;Milho (em grão);Noz (fruto seco);Palmito;Pera;Pêssego;Pimenta-do-reino;Rami (fibra);Sisal ou agave (fibra);Soja (em grão);Sorgo (em grão);Tangerina;Tomate;Trigo (em grão);Triticale (em grão);Tungue (fruto seco);Urucum (semente);Uva
Chopinzinho (PR);-;-;-;...;-;-;1;3;4;150;-;32;8;2;-;...;-;-;-;-;...;40;...;4;-;1;300;20;-;-;-;17;-;-;4400;2;37;-;-;-;-;20;2;-;-;-;3;-;330;5;15;-;10;4;7500;3;-;-;7;-;-;-;28100;-;9;5;8000;150;-;-;25
Cianorte (PR);1;-;-;...;-;-;1;20;-;-;-;8;-;-;-;...;-;390;390;-;...;17800;...;-;-;-;-;-;-;2;-;-;-;-;32;-;18;-;5;-;-;30;3;-;-;-;-;-;4000;2;-;-;2;-;5560;-;2;-;-;-;-;-;12000;-;-;15;300;-;-;-;5
Cidade Gaúcha (PR);-;-;-;...;-;-;-;-;130;-;-;1;-;-;-;...;-;27;27;-;...;8707;...;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;206;-;-;-;-;-;-;2713;-;1;-;1;-;680;-;-;-;-;-;-;-;970;-;-;-;-;-;-;-;2
Clevelândia (PR);-;-;-;...;-;-;-;1;1;500;-;-;8;-;-;...;-;-;-;-;...;2;...;-;-;-;-;-;-;-;-;38;-;-;22800;-;-;-;-;-;-;8;1;-;-;-;-;-;10;-;-;-;4;-;6500;-;-;1;2;-;-;-;37900;-;2;-;1300;-;-;-;6
Colombo (PR);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;12;-;3;-;-;-;-;-;-;-;-;120;7;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;110;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;49
Colorado (PR);-;-;-;...;-;-;-;-;-;-;-;1;-;-;7;...;-;5;5;-;...;15634;...;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1065;-;-;-;25;3;1416;-;-;-;-;-;-;-;1710;-;-;2;-;-;-;40;1
Congonhinhas (PR);-;-;-;...;-;-;12;-;16;-;-;-;-;-;-;...;-;402;402;-;...;600;...;-;-;-;-;-;-;-;-;-;-;-;59;-;-;-;-;-;-;120;-;-;-;-;-;-;10;-;-;-;-;-;6200;-;-;-;-;-;-;-;16030;-;-;21;15600;-;-;-;-
Conselheiro Mairinck (PR);1;4;-;...;-;-;1;-;40;-;-;2;-;-;-;...;-;130;130;-;...;1100;...;-;-;4;-;-;-;-;-;-;2;-;490;-;-;-;3;-;-;1;2;-;-;-;1;-;70;1;4;-;8;2;5000;-;-;-;-;-;-;-;7900;-;4;2;3200;-;-;-;2
Contenda (PR);-;-;-;...;-;-;-;-;2;-;-;-;15;2380;-;...;-;-;-;-;...;-;...;1;-;970;-;60;-;-;-;-;-;-;2600;-;25;-;-;-;-;1;2;-;-;-;-;-;12;-;-;-;1;-;3500;-;-;-;6;-;-;-;15200;-;-;20;2500;-;-;-;22
Corbélia (PR);1;-;-;...;-;-;1;2;-;190;-;3;-;-;-;...;-;2;2;-;...;10;...;-;-;-;-;-;-;-;-;30;-;-;1385;-;-;-;1;-;-;4;1;-;-;-;-;-;5;3;-;-;3;-;24800;-;-;-;-;-;-;-;33675;300;1;1;6700;-;-;-;3
Cornélio Procópio (PR);10;-;-;...;-;-;-;-;-;-;-;30;-;-;-;...;-;280;280;-;...;2270;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;125;1;-;-;-;-;-;6;-;-;-;-;-;24050;21;-;-;-;-;-;-;34840;-;-;6;9270;-;-;-;-
Coronel Domingos Soares (PR);-;-;-;...;-;-;-;1;5;50;-;5;11;-;-;...;-;-;-;-;...;2;...;-;-;1;-;-;-;-;-;180;-;-;250;-;-;-;-;-;-;1;2;-;-;-;-;-;15;-;-;-;-;-;2000;-;-;-;2;-;-;-;16500;-;4;2;940;-;-;-;14
Coronel Vivida (PR);-;-;-;...;-;-;1;3;2;1000;-;-;4;1;-;...;-;-;-;-;...;100;...;1;-;2;-;-;-;-;-;16;-;-;4200;-;-;-;-;-;-;10;1;-;-;-;-;-;300;-;-;-;8;4;4800;-;-;3;10;-;-;-;29100;-;9;5;8000;-;-;-;10
Corumbataí do Sul (PR);13;-;-;...;-;-;1;-;-;-;-;10;10;-;-;...;-;200;200;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;4;-;-;15;3;-;-;-;-;-;35;3;15;-;-;-;2500;-;-;-;-;-;-;-;3200;-;4;1;590;-;-;-;8
Cruzeiro do Iguaçu (PR);1;1;-;...;-;-;1;2;1;10;-;20;9;1;-;...;-;-;-;-;...;5;...;1;-;1;-;-;-;-;-;-;-;-;580;1;-;-;-;-;-;15;1;-;-;-;-;-;30;-;-;-;5;1;2700;-;-;1;2;-;-;-;4400;-;10;1;2500;-;-;-;8
Cruzeiro do Oeste (PR);11;20;-;...;-;-;-;-;-;-;-;1;3;-;-;...;-;50;50;-;...;14271;...;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1059;3;-;-;-;-;-;3870;-;-;-;100;-;2000;-;15;-;-;-;-;-;6000;-;-;-;-;-;-;-;-
Cruzeiro do Sul (PR);-;-;-;...;-;-;-;-;-;-;-;-;-;-;3;...;-;1;1;-;...;5778;...;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;460;-;-;-;-;-;-;2410;-;-;-;-;-;3600;-;1;-;-;-;-;-;4500;-;-;3;-;-;-;150;-
Cruz Machado (PR);2;-;-;...;-;-;2;2;35;-;-;6;25;-;-;...;-;-;-;-;...;50;...;10;-;10;-;-;-;-;-;4600;-;-;6000;1;1150;-;2;-;-;20;2;-;1;-;-;-;250;-;1;-;16;6;10100;-;-;4;10;-;-;-;3500;-;12;1;200;-;-;-;34
Cruzmaltina (PR);42;-;-;...;-;-;-;-;-;250;-;1;3;-;-;...;-;16;16;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;2;-;-;-;-;2150;-;-;-;-;-;-;-;10400;-;-;42;800;-;-;-;3
Curitiba (PR);-;-;-;...;-;-;-;-;-;-;-;-;-;2;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;80;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-
Curiúva (PR);-;-;-;...;-;-;2;3;50;700;-;-;-;-;-;...;-;195;195;-;...;80;...;-;-;3;-;-;-;-;-;-;-;-;830;-;-;-;-;-;-;-;-;-;-;-;-;-;80;-;1;-;4;-;700;-;-;-;-;-;-;-;7560;-;-;18;800;-;-;-;-
Diamante do Norte (PR);12;5;-;...;-;-;-;-;-;-;-;-;-;-;6;...;-;20;20;-;...;1840;...;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;657;-;-;-;-;-;3440;-;-;-;-;-;-;-;3783;-;-;-;-;-;-;-;-
Diamante do Sul (PR);-;-;-;...;-;-;1;1;5;10;-;-;-;-;-;...;-;-;-;-;...;60;...;-;-;1;-;-;-;-;-;-;-;-;500;-;-;-;-;-;-;4;-;-;-;-;-;-;35;-;-;-;2;-;1200;-;-;-;-;-;-;-;2000;-;-;1;1100;1;-;-;-
Diamante D'Oeste (PR);2;-;-;...;-;-;2;5;3;50;-;7;8;-;-;...;-;5;5;-;...;8;...;2;-;-;-;-;-;-;-;-;-;-;25;-;-;-;2;-;-;7;2;-;-;-;-;-;80;5;-;-;15;-;900;4;-;-;-;-;-;-;3950;-;3;-;2400;-;-;-;6
Dois Vizinhos (PR);1;-;-;...;-;-;1;5;1;200;-;8;30;3;-;...;-;-;-;-;...;15;...;1;-;3;-;-;-;-;-;4;1;-;5150;-;9;-;-;-;-;20;3;-;-;-;-;-;150;-;-;-;25;5;5700;1;-;1;2;-;-;-;17630;-;8;5;11000;-;-;-;30
Douradina (PR);-;1;-;...;-;-;-;-;580;-;-;-;-;-;-;...;-;8;8;-;...;1851;...;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;3;-;755;-;2;-;5;-;950;-;-;-;-;-;-;-;1500;-;-;-;-;-;-;-;4
Doutor Camargo (PR);1;-;-;...;-;-;-;1;-;-;-;2;-;-;-;...;-;9;9;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;2;-;-;1;-;9470;-;-;-;-;-;-;-;9500;-;-;2;30;-;-;-;2
Enéas Marques (PR);1;-;-;...;-;-;1;5;1;10;-;7;17;1;-;...;-;-;-;-;...;2;...;1;-;2;-;-;-;-;-;1;-;-;280;-;4;-;-;-;-;15;1;-;-;-;-;-;70;-;-;-;10;7;1800;-;-;1;2;-;-;-;3200;-;7;6;1800;-;-;-;30
Engenheiro Beltrão (PR);3;-;-;...;-;-;-;1;-;1200;-;6;2;-;-;...;-;15;15;-;...;800;...;1;-;-;-;-;-;-;-;-;-;-;80;-;-;-;-;-;-;2;1;-;-;-;-;-;20;1;-;-;2;-;36300;-;-;-;-;-;-;-;32000;-;-;10;1000;-;-;-;4
Esperança Nova (PR);3;3;-;...;-;-;-;-;-;-;-;2;2;-;-;...;-;8;8;-;...;-;...;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1070;12;-;-;50;-;60;-;-;-;-;-;-;-;160;-;-;2;-;-;-;-;-
Entre Rios do Oeste (PR);-;1;-;...;-;-;-;2;-;20;-;-;2;-;-;...;-;-;-;-;...;10;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;5350;-;-;-;1;-;-;-;5100;-;-;-;350;-;-;-;2
Espigão Alto do Iguaçu (PR);-;-;-;...;-;-;-;1;5;200;-;-;-;-;-;...;-;-;-;-;...;10;...;-;-;-;-;-;-;-;-;-;-;-;1350;-;50;-;-;-;-;5;-;-;-;-;-;-;55;-;-;-;-;-;2100;-;-;-;-;-;-;-;10000;-;-;1;900;1;-;-;7
Farol (PR);-;-;-;...;-;-;1;3;-;150;-;1;1;-;-;...;-;2;2;-;...;10;...;-;-;-;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;1;-;-;-;-;-;-;60;-;-;-;1;-;8931;-;-;-;-;-;-;-;19672;-;-;-;4000;-;-;-;-
Faxinal (PR);20;-;-;...;-;-;-;-;2;3800;-;-;85;-;-;...;-;-;-;-;...;-;...;20;-;-;-;-;-;-;-;-;-;-;45;-;-;-;6;-;-;1;1;-;-;-;-;-;40;-;2;-;-;-;2200;-;-;-;25;-;-;-;15000;-;-;132;6000;-;-;-;1
Fazenda Rio Grande (PR);-;-;-;...;-;-;-;-;-;-;-;-;7;45;-;...;-;-;-;-;...;-;...;5;-;18;-;-;-;-;-;-;-;-;282;-;10;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;350;-;-;-;8;-;-;-;1800;-;-;5;-;-;-;-;-
Fênix (PR);2;-;-;...;-;-;1;1;-;100;-;2;1;-;-;...;-;4;4;-;...;565;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;8;-;10;-;-;-;14020;-;-;-;-;-;-;-;15000;-;-;-;-;-;-;-;-
Fernandes Pinheiro (PR);-;-;-;...;-;-;2;-;5;500;-;-;-;450;-;...;-;-;-;-;...;-;...;-;-;47;150;320;-;-;-;130;-;-;4600;-;360;-;-;-;-;-;1;-;-;-;-;-;45;-;-;-;4;-;4300;-;-;-;1;-;-;-;14645;-;-;2;1800;100;-;-;6
Figueira (PR);2;-;-;...;-;-;1;3;35;200;-;7;6;-;-;...;-;160;160;-;...;20;...;-;-;2;-;-;-;-;-;-;2;-;110;-;-;-;-;-;-;5;1;-;-;-;1;-;12;1;2;-;5;-;700;-;-;-;-;-;-;-;1600;-;2;1;150;-;-;-;-
Floraí (PR);-;-;-;...;-;-;-;-;-;-;-;2;-;-;14;...;-;19;19;-;...;874;...;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;450;-;-;-;-;-;-;210;-;2;-;-;-;12250;-;-;-;-;-;-;-;12700;-;-;1;-;-;-;-;11
Flor da Serra do Sul (PR);1;-;-;...;-;-;1;5;1;200;-;4;16;1;-;...;-;-;-;-;...;2;...;2;-;2;-;-;-;-;-;4;-;-;280;1;27;-;-;-;-;8;1;-;-;-;-;-;50;-;-;-;3;1;2100;1;-;1;3;-;-;-;6300;-;8;2;1200;-;-;-;20
Floresta (PR);-;-;-;...;-;-;-;-;3;-;-;1;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;12580;-;-;-;-;-;-;-;12800;-;-;1;100;-;-;-;-
Florestópolis (PR);1;-;-;...;-;-;-;-;-;-;-;5;-;-;-;...;-;3;3;-;...;4840;...;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;2;-;-;-;-;-;12;-;-;-;-;-;6534;-;-;-;-;-;-;-;8500;150;1;-;75;-;-;-;-
Flórida (PR);-;-;-;...;-;-;-;1;-;-;-;-;3;-;-;...;-;-;-;-;...;757;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;305;-;-;-;1;-;3500;-;-;-;-;-;-;-;3500;-;-;-;-;-;-;-;1
Formosa do Oeste (PR);21;1;-;...;-;-;-;2;-;-;-;6;-;-;-;...;-;2;2;-;...;5;...;-;-;-;-;-;-;-;-;-;-;-;-;-;65;-;-;-;-;-;2;-;-;-;-;-;100;-;-;-;-;-;16100;-;-;-;-;-;-;-;15950;-;-;-;300;-;-;-;6
Foz do Iguaçu (PR);3;-;-;...;-;-;-;2;-;-;-;30;-;-;-;...;-;-;-;-;...;60;...;1;-;-;-;-;-;-;-;-;-;-;30;1;-;-;1;-;-;5;8;-;-;-;-;-;540;3;1;-;10;3;8750;1;-;-;1;-;-;-;10260;-;10;3;600;-;-;-;2
Francisco Alves (PR);-;2;-;...;-;-;-;-;-;-;-;30;3;-;-;...;-;1;1;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;140;-;-;-;2;-;18500;-;-;-;-;-;-;-;19000;-;-;-;-;-;-;-;-
Francisco Beltrão (PR);3;-;-;...;-;-;2;18;1;50;-;14;50;4;-;...;-;-;-;-;...;50;...;4;-;5;-;-;-;-;-;10;1;-;2100;5;7;-;-;-;-;30;5;-;-;-;-;-;160;-;-;-;15;9;7800;5;-;2;5;-;-;-;20700;-;30;6;3400;-;-;-;60
Foz do Jordão (PR);-;-;-;...;-;-;1;1;5;160;-;3;3;30;-;...;-;-;-;-;...;1;...;-;-;2;-;990;-;-;-;1;-;-;2140;-;-;-;-;-;-;6;-;-;-;-;-;-;35;-;-;-;6;-;3050;-;-;-;2;-;-;-;9900;-;3;1;3600;70;-;-;5
General Carneiro (PR);-;-;-;...;-;-;1;1;15;-;-;-;18;-;-;...;-;-;-;-;...;-;...;1;-;1;-;-;-;-;-;420;-;-;200;-;-;-;-;-;-;3;1;-;-;-;-;-;40;-;-;-;6;1;1000;-;-;-;2;-;-;-;3000;-;3;1;-;-;-;-;13
Godoy Moreira (PR);-;-;-;...;-;-;-;1;2;-;-;-;-;-;-;...;-;22;22;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;120;-;-;-;2;-;-;-;-;-;-;-;-;-;150;-;3;-;-;-;2350;-;-;-;-;-;-;-;4000;-;-;7;600;-;-;-;1
Goioerê (PR);-;-;-;...;-;-;1;1;-;-;-;4;2;-;-;...;-;-;-;-;...;700;...;-;-;-;-;-;-;-;-;-;-;-;40;-;10;-;-;-;-;-;-;-;-;-;-;-;310;-;-;-;-;-;24100;-;-;-;-;-;-;-;32000;-;-;-;100;-;-;-;-
Goioxim (PR);-;-;-;...;-;-;1;1;5;230;-;2;11;35;-;...;-;-;-;-;...;2;...;-;-;2;50;470;-;-;-;19;-;-;2800;-;160;-;-;-;-;12;-;-;-;-;-;-;120;-;-;-;5;-;3110;-;-;-;3;-;-;-;20600;-;4;1;4100;120;-;-;8
Grandes Rios (PR);-;-;-;...;-;-;-;1;15;-;-;-;-;-;-;...;-;1700;1700;-;...;20;...;-;-;-;-;-;-;-;-;-;-;-;320;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;3;-;-;-;1050;-;-;-;-;-;-;-;4000;-;-;22;1900;-;-;-;2
Guaíra (PR);-;6;-;...;-;-;-;2;-;50;-;5;3;-;-;...;-;-;-;-;...;15;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;100;4;2;-;1;-;33225;-;-;-;-;-;-;-;33790;-;-;-;600;-;-;-;6
Guairaçá (PR);-;2;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;8;8;-;...;12107;...;-;-;-;-;-;-;3;-;-;-;-;10;-;-;-;-;-;-;1570;2;-;-;-;-;-;2005;-;-;-;2;-;105;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-
Guamiranga (PR);-;-;-;...;-;-;1;-;10;200;-;-;-;-;-;...;-;-;-;-;...;5;...;2;-;20;100;100;-;-;-;210;-;-;2300;-;3250;-;-;-;-;2;-;-;-;-;-;-;30;-;-;-;8;-;1650;-;-;-;4;-;-;-;7800;-;-;1;550;30;-;-;12
Guapirama (PR);15;7;-;...;-;-;4;1;30;100;-;6;3;-;-;...;-;70;70;-;...;680;...;-;-;2;-;-;-;-;-;-;2;-;110;-;-;-;-;-;-;-;5;-;-;-;-;-;8;-;8;-;2;-;2450;-;-;-;-;-;-;-;6200;-;-;9;3500;-;-;-;2
Guaporema (PR);1;-;-;...;-;-;-;1;-;-;-;-;1;-;-;...;-;-;-;-;...;8308;...;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;48;2;-;-;-;-;-;522;-;3;-;1;-;614;-;-;-;-;-;-;-;1565;-;1;2;-;-;-;-;-
Guaraci (PR);1;-;-;...;-;-;-;-;-;-;-;1;-;-;-;...;-;-;-;-;...;3749;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;53;-;-;-;1;-;3119;-;-;-;-;-;-;-;4100;210;-;-;-;-;-;-;-
Guaraniaçu (PR);-;-;-;...;-;-;-;2;10;20;-;5;-;-;-;...;-;-;-;-;...;120;...;-;-;-;-;-;-;-;-;60;-;-;1150;-;10;-;-;-;-;15;-;-;-;-;-;-;130;-;-;-;10;-;6800;-;-;-;3;-;-;-;20800;-;4;1;8700;2;-;-;11
Guarapuava (PR);-;-;-;...;-;-;1;4;9;2340;-;-;14;3100;-;...;-;-;-;-;...;3;...;4;-;470;400;20900;-;-;-;890;-;-;6950;1;10;-;-;-;-;14;3;-;24;-;-;-;135;-;7;-;8;1;13700;-;-;1;4;-;-;-;76000;-;8;97;22700;22700;-;-;23
Guaraqueçaba (PR);-;-;-;...;-;-;-;-;415;-;-;648;4;-;-;...;-;-;-;-;...;37;...;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;1;-;-;-;-;-;-;177;-;3;-;-;-;5;-;1200;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Guaratuba (PR);-;-;-;...;-;-;-;-;566;-;-;2565;-;-;-;...;-;-;-;-;...;34;...;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;1;-;-;-;-;-;-;127;-;6;-;-;-;8;-;566;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Honório Serpa (PR);-;-;-;...;-;-;-;1;-;100;-;-;7;192;-;...;-;-;-;-;...;2;...;1;-;1;-;315;-;-;-;10;-;-;2280;-;20;-;-;-;-;7;2;-;-;-;-;-;15;-;-;-;4;-;1900;-;-;1;2;-;-;-;21520;-;4;1;2500;-;-;-;1
Ibaiti (PR);10;5;-;...;-;-;5;4;70;300;-;12;6;-;-;...;-;1890;1890;-;...;4500;...;1;-;8;-;-;-;-;-;-;-;-;710;1;-;-;33;-;-;30;6;-;-;-;8;-;30;12;12;-;2;-;3000;-;-;-;3;-;-;-;12300;-;7;25;3800;-;-;-;14
Ibema (PR);-;-;-;...;-;-;-;1;5;70;-;14;-;-;-;...;-;-;-;-;...;10;...;-;-;-;-;-;-;-;-;200;-;-;800;-;2;-;-;-;-;6;-;-;-;-;-;-;5;-;-;-;5;-;1700;-;-;-;4;-;-;-;5000;-;5;2;4000;-;-;-;8
Ibiporã (PR);3;-;-;...;-;21;-;-;-;58;-;2;-;-;-;...;-;150;150;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;36;4;-;-;-;3;-;45;2;2;-;-;-;14320;-;-;-;-;-;-;-;16660;7;-;3;1890;-;-;-;-
Icaraíma (PR);-;-;-;...;-;-;-;-;400;-;-;-;-;-;-;...;-;6;6;-;...;8791;...;-;-;-;-;-;-;3;-;-;-;-;85;-;-;-;1;-;-;-;-;-;-;-;-;-;2660;-;-;-;13;-;393;-;-;-;-;-;-;-;716;-;-;-;-;-;-;-;3
Iguaraçu (PR);-;-;-;...;-;-;-;-;-;-;-;1;-;-;-;...;-;2;2;-;...;261;...;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;9250;-;-;-;-;-;-;-;9500;-;-;1;32;-;-;-;1
Iguatu (PR);1;-;-;...;-;-;2;1;1;-;-;14;-;-;-;...;-;10;10;-;...;2;...;1;-;-;-;-;-;-;-;-;-;-;10;-;230;-;1;-;-;1;2;-;-;-;-;-;20;3;2;-;4;-;3005;-;-;-;1;-;-;-;3571;-;2;2;600;-;-;-;2
Imbaú (PR);1;-;-;...;-;-;1;-;1;90;-;3;-;-;-;...;-;-;-;-;...;-;...;-;-;1;-;-;-;-;-;-;-;-;400;-;-;-;-;-;-;5;1;-;-;-;-;-;25;-;-;-;-;-;600;-;-;-;-;-;-;-;3050;-;-;13;1000;-;-;-;-
Imbituva (PR);1;-;-;...;-;-;3;-;5;1000;-;-;-;270;-;...;-;-;-;-;...;-;...;2;-;130;220;900;-;-;-;410;-;-;5300;-;4200;-;-;-;-;10;-;-;2;-;-;-;100;-;-;-;18;-;8000;-;-;1;10;-;-;-;26000;-;-;4;3100;100;-;-;20
Inácio Martins (PR);-;-;-;...;-;-;-;-;5;-;-;-;1;50;-;...;-;-;-;-;...;-;...;-;-;3;-;-;-;-;-;14;-;-;1025;-;2;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;18;-;700;-;-;-;2;-;-;-;4000;-;2;1;50;-;-;-;4
Inajá (PR);-;-;-;...;-;-;-;-;-;-;-;-;-;-;6;...;-;-;-;-;...;6326;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;715;-;-;-;-;-;603;-;-;-;-;-;-;-;1183;-;-;-;-;-;-;18;1
Indianópolis (PR);2;2;-;...;-;-;-;2;-;-;-;1;-;-;8;...;-;22;22;-;...;3303;...;-;-;-;-;-;-;2;-;-;-;-;2;-;-;-;-;-;-;10;-;-;-;-;-;-;323;-;-;-;-;-;1510;-;-;-;-;-;-;-;1600;-;1;1;-;-;-;-;-
Ipiranga (PR);-;-;-;...;-;-;1;-;2;1100;-;-;-;120;-;...;-;-;-;-;...;-;...;-;-;15;20;1542;-;-;-;-;-;-;3452;-;6318;-;-;-;-;-;-;-;-;-;-;-;118;-;-;-;-;-;3859;-;-;-;-;-;-;-;29051;-;-;4;4944;297;-;-;10
Iporã (PR);-;1;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;40;40;-;...;-;...;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;1;-;2520;-;-;-;2;-;22100;-;38;-;-;-;-;-;25700;170;-;-;-;-;-;-;-
Iracema do Oeste (PR);-;-;-;...;-;-;-;-;-;-;-;1;-;-;-;...;-;26;26;-;...;5;...;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;5378;-;-;-;-;-;-;-;6420;-;-;-;900;-;-;-;5
Irati (PR);-;-;-;...;-;-;3;-;100;600;-;-;-;270;-;...;-;-;-;-;...;-;...;1;-;385;150;400;-;-;-;435;-;-;20600;-;4345;-;-;-;-;4;1;-;-;-;-;-;180;-;-;-;15;-;10200;-;-;3;31;-;-;-;34000;-;-;9;2700;160;-;-;14
Iretama (PR);3;-;-;...;-;-;1;2;-;-;-;7;2;-;-;...;-;10;10;-;...;-;...;-;-;-;-;-;-;-;-;8;-;-;55;1;-;-;1;-;-;11;1;-;-;-;1;-;8;1;12;-;5;-;3200;-;-;-;1;-;-;-;12800;-;6;3;6000;-;-;-;1
Itaguajé (PR);-;-;-;...;-;-;-;-;-;-;-;-;-;-;33;...;-;9;9;-;...;4420;...;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;412;-;-;-;-;-;900;-;-;-;-;-;-;-;900;-;-;-;-;-;-;40;-
Itaipulândia (PR);1;-;-;...;-;-;-;-;-;-;-;83;2;-;-;...;-;-;-;-;...;5;...;-;-;-;-;-;-;-;-;-;-;-;-;-;1200;-;-;-;-;-;1;-;-;-;-;-;30;4;-;-;3;-;10250;1;-;-;-;-;-;-;9840;-;5;-;600;-;-;-;2
Itambaracá (PR);-;-;-;...;-;-;-;-;-;-;-;19;-;-;-;...;-;-;-;-;...;2940;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;37;-;-;-;-;-;12630;-;-;-;-;-;-;-;13300;-;-;4;-;-;-;-;-
Itambé (PR);-;-;-;...;-;-;-;-;-;-;-;1;-;-;-;...;-;2;2;-;...;559;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;15;-;-;-;-;-;17532;-;-;-;-;-;-;-;17585;-;1;-;68;-;-;-;-
Itapejara d'Oeste (PR);-;-;-;...;-;-;1;1;-;100;-;-;4;2;-;...;-;-;-;-;...;5;...;1;-;2;25;-;-;-;-;16;-;-;1750;-;-;-;-;-;-;10;1;-;-;-;-;-;70;-;-;-;4;1;9800;-;-;-;2;-;-;-;15350;-;2;10;3000;-;-;-;11
Itaperuçu (PR);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;1026;-;-;-;-;-;-;10;9;-;-;-;-;-;160;-;-;-;-;-;2200;-;-;-;9;-;-;-;255;-;300;4;-;-;-;-;-
